timestamp,open,high,low,close,volume
1767308400000,4323.698,4335.055,4323.198,4330.625,0.2517
1767309300000,4330.555,4342.505,4327.865,4339.515,0.2042
1767310200000,4339.605,4345.505,4338.015,4344.965,0.1699
1767311100000,4345.025,4351.005,4341.528,4347.805,0.2373
1767312000000,4347.798,4352.725,4344.095,4347.715,0.2048
1767312900000,4347.675,4349.185,4341.075,4346.605,0.2313
1767313800000,4346.598,4350.595,4346.248,4349.375,0.5433
1767314700000,4349.435,4355.545,4349.375,4353.715,0.416
1767315600000,4353.695,4355.575,4345.045,4346.315,0.4366
1767316500000,4346.445,4349.655,4344.295,4348.975,0.5438
1767317400000,4348.975,4351.295,4345.325,4346.215,0.616
1767318300000,4346.475,4354.295,4345.815,4347.685,0.3906
1767319200000,4347.635,4351.825,4345.475,4346.675,0.2437
1767320100000,4346.695,4348.215,4344.735,4347.645,0.3857
1767321000000,4347.675,4353.095,4345.475,4351.205,0.4607
1767321900000,4351.205,4362.915,4350.915,4362.585,0.5632
1767322800000,4362.555,4371.585,4361.785,4368.765,0.4457
1767323700000,4368.745,4370.665,4365.365,4368.728,0.5152
1767324600000,4368.728,4374.535,4367.805,4373.425,0.5559
1767325500000,4373.335,4375.398,4371.655,4374.748,0.6445
1767326400000,4374.759,4378.135,4373.548,4374.555,0.4649
1767327300000,4374.525,4375.955,4371.215,4373.345,0.4126
1767328200000,4373.335,4375.175,4371.315,4375.095,0.4732
1767329100000,4375.105,4375.645,4371.038,4372.898,0.3096
1767330000000,4373.215,4379.998,4370.598,4377.395,0.4319
1767330900000,4377.435,4379.765,4375.005,4378.255,0.4632
1767331800000,4378.205,4379.475,4377.435,4378.405,0.2364
1767332700000,4378.425,4381.495,4377.975,4380.335,0.2506
1767333600000,4380.345,4380.548,4373.598,4374.865,0.2412
1767334500000,4374.745,4379.885,4373.308,4379.625,0.3749
1767335400000,4379.595,4379.595,4373.865,4373.868,0.2824
1767336300000,4373.885,4375.925,4372.965,4374.315,0.3301
1767337200000,4374.355,4377.775,4372.035,4377.045,0.3238
1767338100000,4377.075,4377.235,4371.635,4373.465,0.3968
1767339000000,4373.435,4380.415,4371.945,4375.575,0.3223
1767339900000,4375.525,4383.165,4375.115,4382.525,0.3622
1767340800000,4382.545,4386.155,4380.555,4384.565,0.3362
1767341700000,4384.498,4385.398,4381.298,4384.898,0.3334
1767342600000,4384.898,4390.198,4383.798,4390.198,0.4772
1767343500000,4390.098,4397.315,4386.335,4386.598,0.5295
1767344400000,4386.598,4390.698,4385.748,4389.675,0.546
1767345300000,4389.648,4391.248,4382.858,4388.405,0.632
1767346200000,4388.405,4389.565,4386.508,4388.355,0.317
1767347100000,4388.355,4389.115,4384.638,4385.055,0.3371
1767348000000,4385.085,4388.198,4384.198,4387.698,0.4243
1767348900000,4387.635,4389.458,4385.248,4385.948,0.377
1767349800000,4385.948,4396.325,4384.328,4393.415,0.4975
1767350700000,4393.475,4398.235,4393.345,4395.818,0.3251
1767351600000,4395.915,4397.495,4393.555,4394.795,0.2704
1767352500000,4394.748,4398.998,4393.845,4394.015,0.3097
1767353400000,4394.015,4395.198,4391.238,4394.598,0.3394
1767354300000,4394.615,4395.138,4390.245,4392.535,0.3959
1767355200000,4392.565,4396.805,4390.598,4394.815,0.3853
1767356100000,4394.815,4397.875,4392.628,4393.015,0.3318
1767357000000,4392.935,4394.295,4384.705,4387.585,0.437
1767357900000,4387.595,4394.418,4385.025,4393.978,0.5201
1767358800000,4393.978,4400.808,4392.218,4399.425,1.5351
1767359700000,4399.425,4401.928,4372.855,4374.325,1.6108
1767360600000,4374.125,4377.035,4365.545,4372.375,0.6093
1767361500000,4372.325,4377.615,4361.695,4365.785,0.5394
1767362400000,4365.905,4372.525,4364.375,4369.995,0.4311
1767363300000,4370.025,4373.495,4366.698,4368.215,0.4989
1767364200000,4368.175,4370.025,4347.635,4356.125,1.0483
1767365100000,4356.195,4362.955,4352.105,4353.275,0.8048
1767366000000,4352.955,4356.905,4333.485,4340.595,0.8708
1767366900000,4340.565,4342.555,4330.065,4336.335,0.9096
1767367800000,4336.435,4346.595,4331.425,4345.935,0.6971
1767368700000,4345.915,4346.865,4333.345,4335.095,0.7902
1767369600000,4335.055,4337.095,4320.175,4322.335,0.8966
1767370500000,4322.275,4324.785,4314.845,4321.495,0.8385
1767371400000,4321.105,4327.948,4314.925,4325.555,0.7358
1767372300000,4325.595,4328.155,4321.245,4326.335,0.7813
1767373200000,4326.305,4333.215,4324.609,4329.975,0.6435
1767374100000,4330.015,4332.895,4323.805,4328.545,0.516
1767375000000,4328.605,4331.105,4323.085,4326.155,0.5824
1767375900000,4326.175,4327.865,4322.475,4322.825,0.6077
1767376800000,4322.785,4323.425,4312.275,4314.155,0.5466
1767377700000,4314.115,4321.435,4310.008,4318.315,0.6508
1767378600000,4318.285,4319.275,4309.618,4312.275,0.518
1767379500000,4312.305,4315.515,4311.815,4314.955,0.5054
1767380400000,4315.325,4321.905,4315.325,4321.235,0.4506
1767381300000,4321.485,4322.925,4316.115,4318.225,0.4389
1767382200000,4318.355,4326.005,4317.905,4322.425,0.4661
1767383100000,4322.375,4322.625,4317.165,4317.845,0.467
1767384000000,4317.815,4321.255,4316.925,4319.735,0.5363
1767384900000,4319.169,4329.195,4318.575,4328.265,0.608
1767385800000,4328.165,4329.065,4325.125,4326.625,0.5205
1767386700000,4326.595,4331.345,4326.165,4331.325,0.5557
1767387600000,4331.405,4331.595,4326.635,4328.715,0.4006
1767388500000,4328.715,4329.525,4327.525,4328.645,0.1492
1767389400000,4328.595,4330.155,4327.075,4328.345,0.1519
1767390300000,4328.275,4333.165,4328.225,4331.575,0.3
1767567600000,4360.875,4370.175,4344.425,4369.665,0.8354
1767568500000,4369.635,4372.025,4360.655,4366.545,0.8215
1767569400000,4366.525,4366.525,4354.045,4361.955,0.3402
1767570300000,4361.965,4375.665,4361.095,4372.345,0.5333
1767571200000,4372.275,4379.685,4370.025,4377.625,0.3749
1767572100000,4377.625,4389.198,4377.195,4386.555,0.6666
1767573000000,4386.548,4396.475,4385.315,4387.675,0.6551
1767573900000,4387.625,4395.865,4384.648,4394.765,0.6649
1767574800000,4394.905,4421.195,4394.195,4402.615,1.4133
1767575700000,4402.535,4405.035,4393.685,4395.725,1.1624
1767576600000,4395.758,4404.755,4392.775,4404.045,1.0328
1767577500000,4404.105,4406.605,4390.558,4401.655,1.1559
1767578400000,4401.695,4404.815,4388.365,4393.875,1.1257
1767579300000,4393.869,4402.635,4392.105,4401.765,0.7638
1767580200000,4401.715,4406.648,4399.465,4399.505,0.9683
1767581100000,4400.075,4409.095,4398.145,4404.985,1.2347
1767582000000,4404.948,4413.875,4404.855,4410.295,0.9572
1767582900000,4410.355,4412.395,4405.885,4407.175,0.6689
1767583800000,4407.155,4410.365,4403.155,4409.305,0.6398
1767584700000,4409.275,4409.925,4399.485,4399.615,0.6195
1767585600000,4399.645,4404.155,4397.005,4399.785,0.4047
1767586500000,4399.745,4406.135,4399.665,4404.645,0.2978
1767587400000,4404.675,4407.405,4403.915,4405.495,0.3857
1767588300000,4405.535,4408.055,4403.415,4403.865,0.4294
1767589200000,4403.835,4408.725,4403.538,4407.875,0.3866
1767590100000,4407.925,4412.465,4406.848,4412.245,0.3781
1767591000000,4412.215,4414.335,4401.648,4401.648,0.6865
1767591900000,4401.648,4412.195,4400.978,4412.185,0.7159
1767592800000,4412.125,4419.835,4411.025,4417.869,0.799
1767593700000,4417.889,4425.975,4415.489,4423.655,1.4873
1767594600000,4424.055,4426.095,4415.965,4419.795,0.9891
1767595500000,4419.755,4421.905,4417.835,4420.235,1.2754
1767596400000,4420.205,4423.685,4416.475,4419.795,0.6222
1767597300000,4419.785,4423.135,4418.535,4420.128,0.4196
1767598200000,4420.108,4424.695,4418.248,4424.255,0.6817
1767599100000,4424.245,4424.318,4419.688,4421.465,1.0252
1767600000000,4421.465,4424.948,4419.025,4424.135,1.1235
1767600900000,4424.085,4429.915,4424.085,4426.298,1.0591
1767601800000,4426.275,4430.735,4423.195,4429.835,0.5458
1767602700000,4429.835,4433.675,4429.725,4429.885,0.4155
1767603600000,4429.655,4431.845,4425.798,4430.395,0.4949
1767604500000,4430.415,4434.148,4429.655,4432.265,0.4294
1767605400000,4432.255,4438.025,4430.725,4437.309,0.539
