Price,Close,High,Low,Open,Volume
Ticker,SLC.AX,SLC.AX,SLC.AX,SLC.AX,SLC.AX
Date,,,,,
2026-04-23,3.369999885559082,3.4000000953674316,3.299999952316284,3.3499999046325684,1645923
2026-04-24,3.4100000858306885,3.450000047683716,3.369999885559082,3.4200000762939453,1006316
2026-04-27,3.3499999046325684,3.4200000762939453,3.3399999141693115,3.390000104904175,654104
2026-04-28,3.369999885559082,3.4000000953674316,3.305000066757202,3.3399999141693115,1435572
2026-04-29,3.309999942779541,3.4000000953674316,3.2899999618530273,3.3499999046325684,1166224
2026-04-30,3.359999895095825,3.365000009536743,3.299999952316284,3.3399999141693115,1003316
2026-05-01,3.4000000953674316,3.430000066757202,3.3399999141693115,3.4000000953674316,708746
2026-05-04,3.450000047683716,3.4800000190734863,3.380000114440918,3.4000000953674316,1092108
2026-05-05,3.440000057220459,3.4700000286102295,3.4000000953674316,3.450000047683716,1118754
2026-05-06,3.4600000381469727,3.490000009536743,3.4200000762939453,3.4700000286102295,1490860
2026-05-07,3.450000047683716,3.490000009536743,3.4000000953674316,3.4200000762939453,803706
2026-05-08,3.490000009536743,3.490000009536743,3.4149999618530273,3.4200000762939453,808594
2026-05-11,3.450000047683716,3.5,3.4100000858306885,3.440000057220459,1785917
2026-05-12,3.5199999809265137,3.549999952316284,3.390000104904175,3.450000047683716,1077020
2026-05-13,3.490000009536743,3.5,3.4100000858306885,3.5,600963
2026-05-14,3.5,3.5199999809265137,3.430000066757202,3.4800000190734863,886072
2026-05-15,3.4800000190734863,3.5799999237060547,3.4600000381469727,3.509999990463257,1438990
2026-05-18,3.509999990463257,3.509999990463257,3.450000047683716,3.5,770799
2026-05-19,3.549999952316284,3.5999999046325684,3.5199999809265137,3.5799999237060547,1036067
2026-05-20,3.4700000286102295,3.619999885559082,3.4600000381469727,3.549999952316284,931523
2026-05-21,3.5199999809265137,3.5399999618530273,3.4800000190734863,3.509999990463257,940205
2026-05-22,3.509999990463257,3.5399999618530273,3.4600000381469727,3.5399999618530273,926302
2026-05-25,3.4700000286102295,3.5199999809265137,3.450000047683716,3.509999990463257,756838
2026-05-26,3.549999952316284,3.569999933242798,3.4700000286102295,3.5,1292290
2026-05-27,3.690000057220459,3.7699999809265137,3.4100000858306885,3.5199999809265137,2630891
2026-05-28,3.5899999141693115,3.700000047683716,3.5799999237060547,3.6600000858306885,4378114
2026-05-29,3.4700000286102295,3.680000066757202,3.4100000858306885,3.5799999237060547,5205853
2026-06-01,3.5,3.569999933242798,3.440000057220459,3.5199999809265137,4300018
2026-06-02,3.5799999237060547,3.5799999237060547,3.4000000953674316,3.450000047683716,1546926
2026-06-03,3.5899999141693115,3.869999885559082,3.5399999618530273,3.799999952316284,4125386
2026-06-04,3.4800000190734863,3.5799999237060547,3.319999933242798,3.549999952316284,4367935
2026-06-05,3.569999933242798,3.6500000953674316,3.490000009536743,3.5799999237060547,7193729
2026-06-09,3.6600000858306885,3.700000047683716,3.359999895095825,3.5299999713897705,7647118
2026-06-10,3.759999990463257,3.765000104904175,3.609999895095825,3.640000104904175,4688581
2026-06-11,3.5999999046325684,3.799999952316284,3.559999942779541,3.7300000190734863,3538206
2026-06-12,3.640000104904175,3.640000104904175,3.490000009536743,3.630000114440918,1844065
2026-06-15,3.619999885559082,3.700000047683716,3.569999933242798,3.680000066757202,2134859
2026-06-16,3.549999952316284,3.5999999046325684,3.5199999809265137,3.559999942779541,1948777
2026-06-17,3.559999942779541,3.619999885559082,3.5199999809265137,3.559999942779541,1538559
2026-06-18,3.430000066757202,3.5299999713897705,3.369999885559082,3.5299999713897705,3148304
2026-06-19,3.4800000190734863,3.5199999809265137,3.430000066757202,3.450000047683716,6988120
2026-06-22,3.4100000858306885,3.5199999809265137,3.4100000858306885,3.4800000190734863,1621847
2026-06-23,3.3399999141693115,3.4100000858306885,3.319999933242798,3.4000000953674316,6763547
2026-06-24,3.3399999141693115,3.380000114440918,3.299999952316284,3.3399999141693115,3414570
2026-06-25,3.299999952316284,3.4100000858306885,3.25,3.4100000858306885,2977523
2026-06-26,3.2899999618530273,3.309999942779541,3.2300000190734863,3.2799999713897705,3716321
2026-06-29,3.2799999713897705,3.359999895095825,3.2300000190734863,3.3299999237060547,1308577
2026-06-30,3.299999952316284,3.319999933242798,3.25,3.319999933242798,2404148
2026-07-01,3.25,3.359999895095825,3.190000057220459,3.319999933242798,1844625
2026-07-02,3.109999895095825,3.259999990463257,3.0799999237060547,3.259999990463257,3418638
2026-07-03,3.0999999046325684,3.1449999809265137,3.049999952316284,3.0999999046325684,1695993
2026-07-06,3.0899999141693115,3.0899999141693115,3.0399999618530273,3.0799999237060547,1541134
2026-07-07,3.069999933242798,3.109999895095825,3.0199999809265137,3.0199999809265137,941355
2026-07-08,3.009999990463257,3.055000066757202,2.930000066757202,3.049999952316284,936813
2026-07-09,3.049999952316284,3.049999952316284,2.9100000858306885,3.009999990463257,954034
2026-07-10,3.0899999141693115,3.0899999141693115,3.009999990463257,3.049999952316284,1368272
2026-07-13,3.0999999046325684,3.109999895095825,3.059999942779541,3.0899999141693115,1010899
2026-07-14,3.0899999141693115,3.0899999141693115,3.0299999713897705,3.0799999237060547,799987
2026-07-15,3.0999999046325684,3.1500000953674316,3.069999933242798,3.109999895095825,1681904
2026-07-16,3.109999895095825,3.140000104904175,3.069999933242798,3.119999885559082,1034134
2026-07-17,3.119999885559082,3.134999990463257,3.049999952316284,3.109999895095825,1363615
2026-07-20,3.109999895095825,3.140000104904175,3.0999999046325684,3.140000104904175,600715
2026-07-21,3.200000047683716,3.2300000190734863,3.119999885559082,3.130000114440918,3692596
2026-07-22,3.259999990463257,3.2699999809265137,3.2100000381469727,3.2300000190734863,1844931
2026-07-23,3.180000066757202,3.359999895095825,3.1500000953674316,3.359999895095825,1898542
2026-07-24,3.0899999141693115,3.1600000858306885,3.0899999141693115,3.119999885559082,1879341
2026-07-27,3.0399999618530273,3.119999885559082,3.009999990463257,3.119999885559082,1736195
2026-07-28,3.109999895095825,3.134999990463257,3.0399999618530273,3.049999952316284,1458702
2026-07-29,3.119999885559082,3.190000057220459,3.059999942779541,3.190000057220459,1526588
2026-07-30,3.1500000953674316,3.1700000762939453,3.0999999046325684,3.0999999046325684,1069281
2026-07-31,3.200000047683716,3.2200000286102295,3.1500000953674316,3.1500000953674316,1864676
2026-08-03,3.1500000953674316,3.200000047683716,3.109999895095825,3.200000047683716,1409580
2026-08-04,3.2200000286102295,3.259999990463257,3.1600000858306885,3.200000047683716,1120323
2026-08-05,3.25,3.2899999618530273,3.2200000286102295,3.2300000190734863,1047473
2026-08-06,3.2100000381469727,3.25,3.1700000762939453,3.240000009536743,917730
2026-08-07,3.180000066757202,3.265000104904175,3.1700000762939453,3.180000066757202,1202016
2026-08-10,3.190000057220459,3.190000057220459,3.0899999141693115,3.109999895095825,1755787
2026-08-11,3.2300000190734863,3.240000009536743,3.130000114440918,3.130000114440918,790796
2026-08-12,3.2200000286102295,3.2799999713897705,3.200000047683716,3.2100000381469727,616077
2026-08-13,3.119999885559082,3.244999885559082,3.0999999046325684,3.2100000381469727,1251416
2026-08-14,3.1500000953674316,3.1500000953674316,3.0999999046325684,3.130000114440918,644805
2026-08-17,3.1600000858306885,3.2149999141693115,3.140000104904175,3.1500000953674316,819680
2026-08-18,3.119999885559082,3.119999885559082,3.049999952316284,3.0899999141693115,1589072
2026-08-19,3.3299999237060547,3.359999895095825,3.0799999237060547,3.319999933242798,2454453
2026-08-20,3.130000114440918,3.2799999713897705,3.049999952316284,3.2699999809265137,4209788
2026-08-21,3.059999942779541,3.2100000381469727,3.049999952316284,3.130000114440918,2185100
2026-08-24,2.9700000286102295,3.049999952316284,2.930000066757202,3.0199999809265137,3924408
2026-08-25,3.059999942779541,3.0850000381469727,2.930000066757202,2.9600000381469727,1651916
2026-08-26,2.9800000190734863,3.049999952316284,2.930000066757202,3.049999952316284,3712615
2026-08-27,2.930000066757202,2.990000009536743,2.9100000858306885,2.950000047683716,1404442
2026-08-28,2.8499999046325684,2.9549999237060547,2.799999952316284,2.9200000762939453,1299422
2026-08-31,2.880000114440918,2.9000000953674316,2.819999933242798,2.8499999046325684,244029
