Price,Close,High,Low,Open,Volume
Ticker,SLC.AX,SLC.AX,SLC.AX,SLC.AX,SLC.AX
Date,,,,,
2026-03-02,2.930000066757202,2.9700000286102295,2.890000104904175,2.950000047683716,1420336
2026-03-03,2.890000104904175,2.940000057220459,2.8399999141693115,2.8399999141693115,2199279
2026-03-04,2.890000104904175,2.9800000190734863,2.869999885559082,2.9000000953674316,3161070
2026-03-05,2.9000000953674316,2.9800000190734863,2.890000104904175,2.950000047683716,5554371
2026-03-06,2.930000066757202,2.930000066757202,2.8499999046325684,2.859999895095825,1165672
2026-03-09,2.859999895095825,2.880000114440918,2.809999942779541,2.8399999141693115,2329017
2026-03-10,2.9700000286102295,2.9700000286102295,2.890000104904175,2.9700000286102295,1764828
2026-03-11,2.9700000286102295,2.9800000190734863,2.940000057220459,2.950000047683716,4614313
2026-03-12,2.9600000381469727,2.9800000190734863,2.9049999713897705,2.9600000381469727,1253910
2026-03-13,3.049999952316284,3.0899999141693115,2.950000047683716,3.0,2205155
2026-03-16,3.0999999046325684,3.1600000858306885,3.0399999618530273,3.049999952316284,2154879
2026-03-17,3.109999895095825,3.1600000858306885,3.069999933242798,3.140000104904175,1675609
2026-03-18,3.190000057220459,3.2049999237060547,3.0950000286102295,3.140000104904175,2599500
2026-03-19,3.130000114440918,3.2100000381469727,3.130000114440918,3.130000114440918,3001246
2026-03-20,3.180000066757202,3.200000047683716,3.0999999046325684,3.1600000858306885,5553049
2026-03-23,3.1700000762939453,3.190000057220459,3.0399999618530273,3.0799999237060547,1922901
2026-03-24,3.2100000381469727,3.25,3.1050000190734863,3.200000047683716,2041900
2026-03-25,3.3399999141693115,3.359999895095825,3.2100000381469727,3.25,2918581
2026-03-26,3.259999990463257,3.359999895095825,3.2300000190734863,3.319999933242798,2548439
2026-03-27,3.2200000286102295,3.2699999809265137,3.1700000762939453,3.2699999809265137,1997296
2026-03-30,3.2100000381469727,3.2200000286102295,3.059999942779541,3.119999885559082,2306333
2026-03-31,3.25,3.2899999618530273,3.1649999618530273,3.200000047683716,1877512
2026-04-01,3.2200000286102295,3.299999952316284,3.2200000286102295,3.25,1484608
2026-04-02,3.119999885559082,3.240000009536743,3.0799999237060547,3.2100000381469727,1541682
2026-04-07,3.190000057220459,3.2899999618530273,3.1600000858306885,3.2300000190734863,2159918
2026-04-08,3.200000047683716,3.2699999809265137,3.190000057220459,3.2200000286102295,1997719
2026-04-09,3.25,3.25,3.1700000762939453,3.2100000381469727,1327707
2026-04-10,3.2300000190734863,3.259999990463257,3.200000047683716,3.200000047683716,1240993
2026-04-13,3.2300000190734863,3.2300000190734863,3.1700000762939453,3.2300000190734863,990307
2026-04-14,3.259999990463257,3.2899999618530273,3.2100000381469727,3.2300000190734863,979499
2026-04-15,3.299999952316284,3.3299999237060547,3.2899999618530273,3.2899999618530273,1377752
2026-04-16,3.430000066757202,3.430000066757202,3.2899999618530273,3.3499999046325684,1346616
2026-04-17,3.4000000953674316,3.4700000286102295,3.390000104904175,3.440000057220459,1519445
2026-04-20,3.4000000953674316,3.440000057220459,3.3299999237060547,3.4000000953674316,1449223
2026-04-21,3.309999942779541,3.4000000953674316,3.309999942779541,3.369999885559082,1165558
2026-04-22,3.359999895095825,3.380000114440918,3.2899999618530273,3.309999942779541,1501707
