Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BAFL.KA,BAFL.KA,BAFL.KA,BAFL.KA,BAFL.KA,BAFL.KA
Date,,,,,,
2026-08-04,57.21611785888672,58.689998626708984,59.34000015258789,58.310001373291016,58.83000183105469,2679715
2026-08-05,57.48908996582031,58.970001220703125,59.220001220703125,58.779998779296875,59.08000183105469,11134217
2026-08-06,57.67431640625,59.15999984741211,59.79999923706055,58.709999084472656,59.099998474121094,5197729
2026-08-07,57.5378303527832,59.02000045776367,59.5,58.900001525878906,59.15999984741211,3284944
2026-08-10,58.33723831176758,59.84000015258789,59.97999954223633,59.0,59.20000076293945,2817855
2026-08-11,58.22999954223633,59.72999954223633,60.0,59.130001068115234,59.849998474121094,3021476
2026-08-12,58.15999984741211,58.15999984741211,58.79999923706055,57.869998931884766,58.099998474121094,1420945
2026-08-13,57.720001220703125,57.720001220703125,58.400001525878906,57.5,58.38999938964844,1099056
2026-08-14,57.720001220703125,57.720001220703125,57.720001220703125,57.720001220703125,57.720001220703125,0
2026-08-17,57.5099983215332,57.5099983215332,58.38999938964844,57.0,58.0,3929935
2026-08-18,57.5099983215332,57.5099983215332,57.5099983215332,57.5099983215332,57.5099983215332,0
2026-08-19,56.75,56.75,57.47999954223633,56.5,57.400001525878906,2434687
2026-08-20,57.349998474121094,57.349998474121094,57.7400016784668,57.099998474121094,57.5,1806294
2026-08-21,56.31999969482422,56.31999969482422,56.88999938964844,56.0,56.88999938964844,3516091
2026-08-24,57.060001373291016,57.060001373291016,57.5,56.31999969482422,56.5,2185419
2026-08-25,57.349998474121094,57.349998474121094,57.689998626708984,56.52000045776367,57.4900016784668,2424501
2026-08-27,57.900001525878906,57.900001525878906,58.0,57.25,57.349998474121094,1408230
